LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT,TOTAL_BILL,TOTAL_PAID,PAY_RATIO,AVG_DELAY
230000,Male,Graduate School,Married,61,-1,-1,-1,-1,-1,-1,1477,3699,2252,4932,2783,7411,3710,2266,7338,2791,7433,4527,0,22554,28065,1.244346901,0
150000,Female,University,Married,44,-1,-1,-1,-1,-1,-1,390,5104,10318,5775,14441,780,5104,10318,10355,14441,780,66950,1,36808,107948,2.932732015,0
350000,Male,Graduate School,Single,33,-1,-1,-1,-1,-1,-1,148341,8095,15047,3220,20461,3249,8405,15052,3805,20467,3253,27168,0,198413,78150,0.393875401,0
360000,Male,Unknown,Married,66,-1,-1,-1,-1,-1,-1,47615,74976,4040,151858,48580,1451,75351,4064,152618,48822,1451,171944,0,328520,454250,1.382716425,0
150000,Female,University,Single,40,1,-1,-1,-1,-1,-2,-19,3894,5570,10516,-3,-3,3913,5606,10568,0,0,2379,0,19955,22466,1.125833125,0.166666667
100000,Male,High School,Single,47,0,0,0,0,0,0,94925,95130,60003,38500,4681,76728,3889,2412,1698,679,72809,2748,0,369967,84235,0.227682469,0
500000,Male,Graduate School,Single,27,0,0,0,0,0,0,204198,201648,197549,192093,187726,183860,7434,6342,5276,5271,5778,5029,0,1167074,35130,0.030100919,0
500000,Male,Graduate School,Single,35,-1,0,-1,-1,-1,0,172041,70011,12976,34469,27425,28506,58761,13976,34828,28289,18175,17500,0,345428,171529,0.496569473,0
180000,Female,High School,Married,47,-1,-1,-1,-1,-1,-1,316,316,316,316,316,316,316,316,316,316,316,316,0,1896,1896,1,0
400000,Female,High School,Married,39,1,-1,-1,-1,-2,-1,2384,3500,471,-203,2371,1949,3603,471,203,2574,1949,1040,0,10472,9840,0.939648587,0.166666667
100000,Female,University,Single,29,0,0,0,0,0,0,61383,49560,40183,61820,8322,6182,1908,2000,1000,2000,3000,5000,0,227450,14908,0.065544076,0
10000,Male,University,Married,32,1,2,2,2,2,2,8425,8148,9481,9180,10052,10091,0,1632,0,1022,350,0,0,55377,3004,0.054246348,1.833333333
60000,Female,Graduate School,Single,30,2,2,2,2,2,2,34735,33895,36530,37133,37893,37131,0,3200,1500,1500,0,1700,0,217317,7900,0.036352425,2
50000,Female,Graduate School,Single,25,1,2,2,2,2,2,47054,48008,48913,49847,50840,49502,2000,2000,2000,1900,1900,1600,1,294164,11400,0.038753892,1.833333333
80000,Female,University,Single,23,-1,0,0,0,0,0,57314,58489,50452,51573,49061,33931,2145,2000,2012,2049,2008,1217,0,300820,11431,0.037999468,0
110000,Female,University,Married,43,0,0,2,0,0,0,108616,114854,105275,107561,105502,103813,9600,0,4000,3765,4000,4200,0,645621,25565,0.039597535,0.333333333
410000,Female,University,Married,41,0,0,0,0,0,0,354506,363666,369776,368779,369358,368043,14600,15500,14000,13580,14000,19000,1,2194128,90680,0.041328491,0
260000,Female,University,Married,40,1,-1,-1,-2,-2,-2,0,342,0,0,0,0,342,0,0,0,0,0,0,342,342,1,0.166666667
30000,Female,High School,Married,35,0,0,0,0,0,0,28786,26496,25098,26209,25325,26400,1500,1450,1500,1500,1500,1500,0,158314,8950,0.056533219,0
310000,Female,Graduate School,Single,28,0,0,0,0,-1,-1,36513,37628,39579,40879,85,4381,2500,3000,1500,85,4381,11100,0,159065,22566,0.141866533,0
70000,Female,University,Single,38,0,0,0,0,0,0,22578,23606,24619,25107,25634,26143,1397,1410,898,931,936,970,0,147687,6542,0.044296384,0
250000,Male,Graduate School,Single,31,0,0,0,0,0,0,215316,198490,169014,167776,168110,168505,6845,5945,5919,6000,6059,5837,0,1087211,36605,0.033668717,0
210000,Male,High School,Married,29,1,2,0,0,0,0,198510,194040,199393,194538,195990,194136,0,10000,7000,8000,8000,7200,0,1176607,40200,0.034166038,0.5
360000,Male,University,Married,41,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.166666667
50000,Male,University,Single,31,1,2,0,0,2,0,48657,45079,47714,19586,19143,20051,0,4300,2150,0,1204,1000,0,200230,8654,0.043220297,0.833333333
670000,Male,Graduate School,Single,29,0,0,0,0,0,0,244663,243209,229265,228114,232795,237726,10000,8000,8500,8190,9000,8000,0,1415772,51690,0.036510116,0
130000,Male,Graduate School,Single,26,-1,-1,0,0,0,0,2343,32278,24175,15182,12805,14415,32322,1217,1000,3000,2000,390,0,101198,39929,0.394563134,0
170000,Male,Graduate School,Married,42,1,-2,-2,-2,-2,-1,0,0,0,0,0,2485,0,0,0,0,2485,7797,0,2485,10282,4.137625755,0.166666667
30000,Male,High School,Single,29,-1,-1,-1,-1,-2,-2,390,0,780,0,0,0,0,780,0,0,0,0,0,1170,780,0.666666667,0
110000,Male,Graduate School,Married,50,0,0,0,0,0,0,36802,38210,40259,41585,42913,44197,2000,3000,2000,2000,2000,2000,0,243966,13000,0.053286114,0
210000,Female,High School,Single,46,1,2,0,0,-1,-1,5816,5579,20079,17309,2310,241,13,17309,0,2310,241,4000,1,51334,23873,0.465052402,0.5
30000,Female,University,Single,24,0,0,2,2,2,0,24238,26996,26269,27734,27151,28199,3462,0,2200,0,1500,1500,1,160587,8662,0.053939609,1
260000,Female,University,Married,46,0,0,2,2,2,0,18256,19556,18136,24018,21490,18196,2934,0,8000,0,2000,8000,0,119652,20934,0.174957376,1
150000,Female,High School,Single,28,-2,-1,-1,-1,-1,-1,1723,2292,240,683,3486,5390,6876,240,683,3486,5390,1200,0,13814,17875,1.293977125,0
20000,Female,University,Married,35,1,2,2,3,2,0,18648,18061,21034,20419,19289,19600,0,3292,0,0,781,701,1,117051,4774,0.04078564,1.666666667
380000,Female,Graduate School,Married,40,-1,-1,-2,-2,-2,-2,6614,54457,47872,24543,0,0,49094,0,24543,0,0,0,0,133486,73637,0.551645865,0
200000,Female,Graduate School,Married,41,-2,-2,-2,-2,-2,-2,7812,0,0,1115,0,0,0,0,1115,0,0,0,0,8927,1115,0.124901983,0
120000,Female,University,Married,47,-1,-1,-1,-1,-1,-1,1188,2512,3444,1742,502,346,2512,3444,1742,502,346,325,0,9734,8871,0.911341689,0
80000,Male,University,Married,54,0,0,0,0,0,0,76962,79463,79761,30286,29898,30364,4000,3500,1100,1100,1200,1000,1,326734,11900,0.036421064,0
30000,Female,University,Single,33,1,2,0,0,0,0,31089,10989,11997,12397,13043,13325,0,1200,600,1000,650,650,0,92840,4100,0.044161999,0.5
110000,Male,University,Single,29,1,2,2,2,0,0,83687,85360,86274,84001,85897,88759,3900,3200,0,3400,4500,2600,0,513978,17600,0.034242711,1.166666667
50000,Female,High School,Married,44,-1,-1,-1,-1,-1,-1,3424,155,1922,1473,1865,835,155,1922,1473,1865,835,1833,0,9674,8083,0.835538557,0
90000,Female,University,Married,24,0,0,0,0,0,0,84148,79847,75576,75266,74431,68399,5006,4007,5006,4003,3014,4007,0,457667,25043,0.054718824,0
110000,Male,Graduate School,Single,33,0,0,0,0,0,0,12633,88334,53978,23687,26567,8435,80004,1500,12013,7000,2000,4000,0,213634,106517,0.498595729,0
50000,Male,High School,Married,54,0,0,0,0,0,0,38607,39681,40717,41682,42857,45581,2000,2000,1642,2000,3600,0,0,249125,11242,0.045125941,0
60000,Male,Graduate School,Single,27,-2,-2,-2,-2,-1,-1,11862,1856,-14,4839,9567,11407,1861,0,4853,9567,2000,0,0,39517,18281,0.462611028,0
150000,Female,University,Single,37,0,0,0,0,0,0,80463,82513,84271,43832,33963,34638,3348,3490,1402,1233,1240,1284,1,359680,11997,0.033354649,0
20000,Male,Graduate School,Single,24,1,2,0,0,0,-2,18738,18016,7190,7190,0,0,20,1500,0,0,0,0,0,51134,1520,0.029725818,0.5
140000,Female,High School,Married,54,1,-2,-2,-2,-2,-2,-150,-150,-150,-150,-150,-150,0,0,0,0,0,0,1,-900,0,0,0.166666667
120000,Female,University,Married,34,1,-1,-1,-1,-1,-1,-9,898,7752,4447,8495,0,907,7772,4447,8495,0,528,0,21583,22149,1.026224343,0.166666667
200000,Female,University,Single,40,2,0,0,0,0,0,176502,176297,162826,160186,161965,152361,8000,7300,6000,6000,6000,6000,1,990137,39300,0.039691477,0.333333333
20000,Male,University,Single,30,1,2,4,3,2,2,19977,21359,20581,19860,19690,1735,2000,0,0,0,500,0,1,103202,2500,0.024224337,2.333333333
50000,Male,University,Single,26,0,0,0,0,0,0,48221,49629,48868,49668,49780,49980,2571,1200,1000,40000,1000,0,0,296146,45771,0.154555523,0
200000,Female,University,Married,41,0,0,0,0,0,-1,18012,18367,16996,11461,8150,5584,1385,1020,229,183,5584,888,0,78570,9289,0.118225786,0
100000,Female,University,Single,29,-2,-1,0,0,0,0,75912,85276,88498,90289,92485,95630,10000,4000,2600,3000,4000,5000,0,528090,28600,0.054157435,0
300000,Male,Graduate School,Married,38,-1,-1,-2,-2,-2,-2,2285,0,0,0,0,0,0,0,0,0,0,0,0,2285,0,0,0
500000,Female,Graduate School,Single,35,-1,-1,-1,-1,0,-1,22369,14100,24754,21443,13892,11241,14128,24902,21479,11465,11356,66710,0,107799,150040,1.391849646,0
360000,Female,University,Married,52,-1,-1,-2,-2,-2,-2,2995,2401,2277,500,3586,7399,2406,2282,500,3586,7399,600,0,19158,16773,0.875508926,0
160000,Female,Graduate School,Single,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667
50000,Female,University,Single,23,0,0,0,2,2,2,47053,47835,51109,51713,52738,48789,1842,4116,2000,1950,0,1885,1,299237,11793,0.039410233,1
230000,Female,University,Married,34,0,0,0,0,0,0,234328,234211,157345,155335,153427,150514,8913,5449,5339,5370,4435,4432,1,1085160,33938,0.031274651,0
200000,Female,University,Single,34,1,-1,-1,-1,-1,-1,0,3346,0,465,1775,8722,3346,0,465,1775,8722,0,0,14308,14308,1,0.166666667
270000,Male,Graduate School,Married,44,3,3,4,4,4,4,256402,264267,271951,278509,283545,278436,17944,18112,15405,10000,0,0,0,1633110,61461,0.03763433,3.666666667
50000,Female,University,Married,36,2,2,2,0,0,2,45159,49125,47956,43578,35126,34420,4700,0,2004,3500,0,1000,0,255364,11204,0.043874626,1.333333333
20000,Male,University,Single,28,1,2,2,2,0,0,15764,15718,17164,16594,18158,19554,500,2000,0,2000,1700,0,0,102952,6200,0.060222239,1.166666667
60000,Female,University,Single,31,0,0,0,0,2,0,59643,61279,61017,30117,29526,29201,3200,2535,2331,0,1073,2134,0,270783,11273,0.041631122,0.333333333
50000,Male,University,Single,31,-1,-1,-1,0,0,-1,2522,0,18171,17051,390,16526,0,18171,341,0,16526,324,0,54660,35362,0.646944749,0
50000,Male,University,Married,41,0,0,0,0,0,0,19339,20424,20086,18600,19153,19289,1703,1306,810,1000,900,900,0,116891,6619,0.056625403,0
130000,Female,High School,Married,44,0,0,0,0,0,2,109006,110256,113283,101247,96939,81977,4500,5000,4000,10600,0,2300,0,612708,26400,0.043087409,0.333333333
230000,Female,High School,Single,47,0,0,0,0,0,0,147300,121855,102074,94225,96616,95849,10000,5000,4000,4000,5000,4000,0,657919,32000,0.048638206,0
20000,Male,University,Single,25,0,0,0,-2,-1,0,3400,4129,0,0,3244,3314,1000,0,0,3244,124,66,0,14087,4434,0.314758288,0
30000,Female,Graduate School,Single,25,0,0,2,0,0,2,19801,20449,19798,20217,21435,19239,3000,0,700,1500,0,323,0,120939,5523,0.045667651,0.666666667
200000,Female,Graduate School,Married,39,-1,0,-1,0,0,0,8432,6977,6727,6864,5253,3388,3746,6737,2013,10,20,10901,0,37641,23427,0.622379852,0
140000,Female,University,Married,24,-1,-1,-2,-2,-1,-1,2515,0,0,0,2243,5530,0,0,0,2243,5530,4441,0,10288,12214,1.187208398,0
100000,Female,University,Married,35,2,0,0,2,2,0,98845,95265,98571,99322,96661,95951,4600,8002,4003,2,4005,4000,1,584615,24612,0.042099501,1
240000,Male,University,Married,32,2,2,2,0,0,0,127418,135942,132640,135320,138523,141618,10400,0,4500,5000,5000,5000,1,811461,29900,0.036847119,1
70000,Female,Graduate School,Single,31,2,2,7,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1,14400,0,0,5.333333333
360000,Male,Graduate School,Single,33,1,2,0,0,-1,-1,71195,60553,60158,16672,35039,8320,0,1399,0,35039,8320,5169,0,251937,49927,0.198172559,0.5
140000,Female,Graduate School,Single,30,1,2,0,0,0,0,149389,145757,144229,144470,144386,120586,0,5350,5555,5836,4191,4341,0,848817,25273,0.02977438,0.5
50000,Male,University,Married,52,-1,2,0,0,0,0,2072,1532,3106,2721,780,0,0,2000,5,0,0,0,0,10211,2005,0.19635687,0.333333333
210000,Female,University,Married,36,-1,-1,-1,0,-1,-1,396,590,2042,1646,396,396,590,2042,0,396,396,396,0,5466,3820,0.698865715,0
280000,Male,Graduate School,Single,30,1,2,2,0,0,0,191493,187913,169223,153063,133490,130377,1000,7600,5949,6000,5200,5117,0,965559,30866,0.031966975,0.833333333
180000,Female,University,Single,42,2,2,2,2,2,2,50420,51818,52372,52917,54123,55176,2500,2000,2000,2200,2100,2200,1,316826,13000,0.041031986,2
150000,Female,Graduate School,Single,30,-1,0,-1,0,-1,-1,10705,5416,5162,4068,249,249,1000,5162,1000,249,249,5565,0,25849,13225,0.511625208,0
20000,Male,High School,Married,47,1,2,0,0,0,2,19739,19137,19857,15422,19279,9537,0,1200,0,9537,0,0,0,102971,10737,0.104272077,0.833333333
350000,Female,University,Married,29,-1,-1,-1,-1,-1,-1,8760,5882,9845,4677,5767,6532,5932,9908,4692,5787,6548,4863,0,41463,37730,0.909967923,0
130000,Female,Graduate School,Single,23,-1,-1,-1,0,-1,0,3820,2640,30403,9630,7120,3940,2640,30403,193,7120,79,9589,0,57553,50024,0.86918145,0
470000,Male,High School,Married,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,789,0,0,789,789,0.166666667
340000,Female,University,Married,48,-1,-1,-1,0,0,-1,4052,0,4105,2895,2895,2360,0,4105,0,0,2360,1090,0,16307,7555,0.46329797,0
80000,Male,University,Single,26,1,2,2,2,0,0,77389,75585,80300,75724,77504,79715,0,6000,0,3000,3500,3000,0,466217,15500,0.033246321,1.166666667
70000,Male,Graduate School,Single,33,0,0,0,0,-2,-2,70524,70740,46740,0,0,0,2500,2000,0,0,0,0,0,188004,4500,0.023935661,0
230000,Female,University,Married,44,-2,-2,-2,-2,-2,-2,5990,1677,2920,2683,1674,3273,1677,2920,2683,1674,3273,2749,0,18217,14976,0.822089257,0
180000,Female,University,Married,36,0,0,0,-2,-1,0,21494,25600,0,0,36565,37353,5000,0,0,36565,1548,1000,0,121012,44113,0.364534096,0
210000,Female,University,Married,39,0,0,0,0,0,-1,26749,34451,25200,19850,15530,13021,14000,3007,5000,1000,13021,22171,0,134801,58199,0.431740121,0
20000,Male,University,Single,24,-1,-1,-1,-1,-1,-1,780,0,390,390,780,0,0,390,390,780,0,0,0,2340,1560,0.666666667,0
140000,Female,University,Single,25,2,0,0,-1,-1,0,137606,140557,111000,3238,89437,91136,6000,3200,3238,89437,3228,3000,0,572974,108103,0.188669992,0.333333333
200000,Male,Graduate School,Single,52,0,0,0,0,0,0,115702,113576,109812,104567,100541,96495,5517,5381,3838,3589,3397,3296,0,640693,25018,0.039048343,0
50000,Female,High School,Married,59,0,0,0,0,0,0,47822,36488,36811,13234,11543,10751,2009,2000,556,378,619,5000,0,156649,10562,0.067424624,0
80000,Female,Graduate School,Single,23,-1,-1,0,0,-1,-1,3526,6687,4356,3450,4318,0,6687,1000,0,4318,0,254,0,22337,12259,0.548820343,0
30000,Female,High School,Single,48,0,0,0,0,0,0,1445,3410,5338,7239,9112,10949,2000,2000,2000,2000,2000,2000,0,37493,12000,0.320059744,0
140000,Female,Graduate School,Single,28,0,0,2,0,0,0,9305,13614,13103,14077,15189,16275,4800,0,1500,1500,1500,1500,1,81563,10800,0.132412981,0.333333333
80000,Male,High School,Married,62,-1,-1,-1,-1,-1,-1,1262,1642,1975,672,5112,3932,1642,1975,672,5112,3932,20289,0,14595,33622,2.303665639,0
220000,Female,High School,Married,38,-1,-1,-1,-1,-1,-1,20000,3450,5516,47619,28800,8561,3450,5549,50019,28800,8561,16599,0,113946,112978,0.991504748,0
180000,Female,Graduate School,Single,32,-1,-1,-1,-1,-1,-1,666,666,666,666,666,666,666,666,666,666,666,666,0,3996,3996,1,0
140000,Female,University,Married,29,0,0,0,0,0,0,81764,92071,43777,22806,12643,29707,20167,5000,28800,2000,20007,10009,1,282768,85983,0.304076133,0
180000,Male,University,Single,25,2,2,2,0,0,0,10022,12847,12351,12350,12608,12892,3000,0,500,455,491,500,1,73070,4946,0.067688518,1
50000,Female,University,Single,35,0,0,0,0,0,0,14536,15694,16431,17056,17581,18089,1700,1300,900,800,800,900,0,99387,6400,0.06439474,0
170000,Female,University,Single,27,0,0,0,0,0,0,97474,78520,80131,70788,68927,70678,2932,3000,2500,3000,2900,2918,0,466518,17250,0.036976065,0
50000,Male,University,Single,38,0,0,0,0,0,0,50958,50889,49697,9176,9368,9554,2042,1150,329,340,342,354,0,179642,4557,0.025367119,0
50000,Male,University,Single,24,0,0,0,0,0,0,49144,20818,17890,18310,17931,18633,1500,1300,700,1000,1000,1000,0,142726,6500,0.045541807,0
300000,Male,University,Married,29,-1,-1,-2,-2,-2,-2,1874,-200,-200,-200,-200,-200,0,0,0,0,0,0,0,874,0,0,0
390000,Female,Graduate School,Single,27,2,0,0,0,0,0,386301,392458,290201,295606,300709,305904,17000,11000,11000,10656,11000,12000,0,1971179,72656,0.036859159,0.333333333
90000,Female,University,Married,55,2,2,0,0,0,0,81998,83674,80890,31565,33049,22694,4003,3000,3000,3000,2000,2000,1,333870,17003,0.050927008,0.666666667
200000,Female,Graduate School,Single,29,0,0,0,0,0,0,194241,193425,196537,195268,192829,192499,12000,8500,7000,10000,10000,10000,0,1164799,57500,0.04936474,0
460000,Male,Graduate School,Single,29,0,0,0,0,0,0,410033,385394,325663,324067,324749,327929,16088,13039,11127,11017,11110,11113,0,2097835,73494,0.03503326,0
10000,Male,University,Single,23,0,0,0,0,0,-2,3714,4158,4654,3080,0,0,1104,1000,31,0,0,0,0,15606,2135,0.136806357,0
20000,Male,University,Married,30,-1,-1,0,0,-1,-1,1261,2835,2522,1261,1261,930,2835,1000,0,1261,930,540,1,10070,6566,0.65203575,0
50000,Female,University,Married,50,-1,-1,-1,-1,-2,-1,1232,1846,697,364,0,760,1846,697,364,0,760,5862,0,4899,9529,1.945090835,0
480000,Female,University,Married,38,0,0,0,0,0,0,90258,76099,56776,37484,37906,18387,30000,1708,1292,1010,772,705,0,316910,35487,0.111978164,0
180000,Female,Graduate School,Single,24,0,0,0,0,0,0,169263,174532,176686,165491,169222,173246,8000,6700,6000,6400,7000,7000,0,1028440,41100,0.03996344,0
240000,Female,Graduate School,Single,29,0,0,0,0,0,-2,3093,2322,8186,3980,0,0,2000,2020,2500,0,0,85,0,17581,6605,0.375689665,0
250000,Male,Graduate School,Single,38,-2,-2,-2,-2,-2,-2,584,3291,8660,7495,1120,62,3307,8703,7532,1125,62,7718,0,21212,28447,1.34108052,0
270000,Female,University,Single,34,-1,-1,-1,-1,-1,-1,381,3376,2958,4154,5885,3129,3406,2983,4172,5912,3143,0,1,19883,19616,0.986571443,0
200000,Male,Graduate School,Married,37,0,0,0,0,0,0,123337,11148,19165,21171,17762,23670,11202,19275,22304,23850,23784,84430,0,216253,184845,0.854762708,0
100000,Female,High School,Married,66,0,0,0,0,0,0,100036,100041,100402,97141,97143,97532,4702,4617,3600,3865,3850,3705,0,592295,24339,0.041092699,0
160000,Female,Graduate School,Married,39,-2,-2,-2,-2,-2,-2,710,666,403,1650,336,790,666,403,1650,336,790,1141,0,4555,4986,1.094621295,0
80000,Female,University,Married,45,0,0,0,0,0,0,81841,74516,69485,30396,30595,29033,4100,2507,2140,2000,1500,1000,0,315866,13247,0.04193867,0
130000,Male,University,Married,44,-1,2,0,0,0,0,29547,23154,18637,14691,8769,4166,0,1500,486,303,83,780,0,98964,3152,0.031849966,0.333333333
340000,Female,High School,Single,44,0,0,0,0,0,0,142836,145125,146682,150407,147868,149349,7000,5500,6027,5328,5390,6047,1,882267,35292,0.040001496,0
360000,Male,Graduate School,Married,36,-2,-1,-1,-1,-2,-2,0,394,11142,0,0,0,394,11253,0,0,0,0,0,11536,11647,1.009622053,0
120000,Female,High School,Married,40,0,0,0,0,0,0,108300,108538,94833,49078,40643,4200,5000,4121,2000,2000,2000,96583,0,405592,111704,0.275409771,0
120000,Male,Graduate School,Single,29,0,0,0,0,0,0,30101,31281,30180,30471,31110,31728,2000,2000,1090,1129,1135,1200,0,184871,8554,0.046270102,0
300000,Female,Graduate School,Single,48,0,0,0,0,0,0,247279,235093,224062,212480,202148,186955,10005,9500,7500,6914,6100,5500,0,1308017,45519,0.034800006,0
60000,Female,University,Single,23,2,2,-2,-2,-1,-1,2516,0,0,0,1524,25421,0,0,0,1524,25421,1000,0,29461,27945,0.94854214,0.666666667
210000,Female,University,Married,50,0,0,0,0,0,0,106724,109251,103733,102027,103453,103651,4037,3519,3442,3553,3625,3470,0,628839,21646,0.034422165,0
210000,Female,University,Married,29,0,0,0,0,0,0,209807,123664,51353,43485,44784,45685,5088,2000,1600,2000,1800,1807,1,518778,14295,0.027555139,0
70000,Female,High School,Married,49,2,2,2,2,2,2,21024,21790,21142,23772,24930,25709,1400,0,3000,1700,1340,1100,1,138367,8540,0.061719919,2
200000,Male,University,Married,33,0,0,2,-1,-1,0,50612,10537,5552,2506,9443,11818,10023,27,2614,9454,5019,5015,0,90468,32152,0.355396383,0.333333333
230000,Female,University,Married,51,0,0,0,0,0,0,51802,53956,56968,58099,59318,60504,3000,3921,2079,2155,2174,2225,1,340647,15554,0.04566017,0
20000,Male,High School,Married,23,-1,-1,0,0,0,0,3675,19316,19844,19844,20388,19554,19316,1261,651,803,747,155,1,102621,22933,0.223472778,0
210000,Female,Graduate School,Married,37,0,0,0,0,0,0,211749,205947,201848,168664,172013,175557,7000,10015,10000,5331,5748,48061,0,1135778,86155,0.075855493,0
160000,Female,High School,Single,26,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,0,2340,2340,1,0
290000,Female,Graduate School,Married,30,-1,-1,-1,-1,-1,-1,1312,1312,1311,1486,1488,1650,1318,1317,1493,1495,1657,35267,1,8559,42547,4.971024652,0
80000,Female,High School,Married,26,0,0,0,0,0,0,63677,64162,38141,38190,38586,39962,2000,1905,1350,1388,2401,1410,0,282718,10454,0.036976775,0
360000,Male,Graduate School,Single,43,-1,-1,-2,-2,-2,-2,4134,2128,960,6658,0,0,2134,982,6858,0,0,0,0,13880,9974,0.718587896,0
230000,Male,Graduate School,Single,32,0,0,0,0,0,0,164634,166134,142049,106677,88091,60929,7326,10000,10000,3000,2000,2000,0,728514,34326,0.047117832,0
360000,Male,High School,Married,54,-2,-2,-2,-2,-2,-1,16230,-200,0,0,69000,2500,0,200,0,69000,2500,0,0,87530,71700,0.819147721,0
340000,Female,Graduate School,Married,30,0,0,0,0,0,0,351828,280067,259651,243094,223907,216912,30076,25118,20085,10041,8184,6626,0,1575459,100130,0.063556081,0
50000,Female,Graduate School,Single,22,0,0,0,0,0,0,8537,9591,10581,10818,11050,10880,1200,1163,400,790,400,380,0,61457,4333,0.07050458,0
80000,Male,University,Single,38,0,0,0,0,0,0,89394,81223,77198,29891,34528,35229,5000,19153,1500,10000,1274,1275,0,347463,38202,0.109945519,0
50000,Female,University,Single,24,0,0,-1,-1,0,0,97043,39837,6928,17006,17363,17707,2000,6943,17006,630,633,657,0,195884,27869,0.142272978,0
30000,Female,Graduate School,Single,24,-1,-1,-1,0,0,0,3019,1479,18860,950,5660,0,1479,18881,0,4710,0,7153,0,29968,32223,1.07524693,0
210000,Male,Graduate School,Single,26,-1,-1,-2,-1,-1,-2,1360,0,0,3620,0,0,0,0,3620,0,0,15513,0,4980,19133,3.841967871,0
150000,Female,University,Married,42,-1,-1,-1,-1,-1,-1,3260,2270,5887,3935,3935,3935,2270,5887,3935,3935,3935,3935,1,23222,23897,1.029067264,0
20000,Male,University,Single,21,0,0,-1,0,0,-2,20297,17054,2333,1300,0,0,1240,2333,0,0,0,0,0,40984,3573,0.087180363,0
20000,Male,High School,Single,22,0,0,0,-2,-2,-2,19624,16972,0,0,0,0,1000,0,0,0,0,0,1,36596,1000,0.027325391,0
240000,Female,High School,Married,41,-1,-1,-2,-1,-1,-1,5325,-5,-5,1074,1972,1876,5,0,1079,1977,1885,1211,0,10237,6157,0.601445736,0
500000,Female,University,Married,50,-2,-1,-1,-1,-1,-1,16984,86772,53170,28622,19140,0,87004,53192,28622,19140,0,20211,0,204688,208169,1.017006371,0
90000,Female,University,Married,23,0,0,0,0,0,0,12770,14241,14895,25195,23769,2269,2500,1200,10500,7000,1000,0,1,93139,22200,0.238353429,0
50000,Male,High School,Single,46,0,0,0,0,0,0,50131,28152,20746,27624,16015,16746,1388,2011,1006,1000,1000,1000,0,159414,7405,0.046451378,0
50000,Female,University,Single,22,0,0,0,0,0,0,50834,50770,50215,29386,29527,30125,2200,1517,1000,1500,2005,1305,1,240857,9527,0.03955459,0
680000,Male,Graduate School,Single,37,0,0,0,0,0,0,18314,16088,17806,15498,13810,164969,2700,2400,600,400,161000,5800,0,246485,172900,0.701462564,0
50000,Male,Graduate School,Married,47,0,0,2,2,2,2,45717,47974,49837,50807,49947,50424,3000,3000,2000,0,5000,0,0,294706,13000,0.044111759,1.333333333
100000,Female,University,Married,40,-1,-1,-1,0,-1,-1,326,326,652,326,326,326,326,652,0,326,326,652,0,2282,2282,1,0
280000,Female,Graduate School,Single,30,0,0,0,0,0,0,270276,506260,263734,268216,262895,264508,11000,10000,10004,10020,10100,10000,0,1835889,61124,0.033293952,0
30000,Male,University,Single,54,0,0,0,0,0,0,26278,24767,27533,26400,25620,390,1700,3400,2528,0,390,780,1,130988,8798,0.067166458,0
50000,Male,University,Single,27,2,2,0,0,0,0,23901,13262,8643,7382,1975,50514,4146,1200,0,0,49800,0,1,105677,55146,0.521835404,0.666666667
60000,Male,Graduate School,Married,33,-1,-1,-1,-1,-1,-1,8308,7565,8373,7565,7565,7565,7565,8373,7565,7565,7565,7565,0,46941,46198,0.98417162,0
120000,Male,University,Married,57,0,0,0,0,0,0,118709,120580,118684,88557,91124,88094,5000,5007,4000,4003,4003,4000,1,625748,26013,0.041571048,0
80000,Female,University,Married,35,-1,-1,-1,-1,-1,0,2890,9796,13443,396,396,396,9796,13443,396,396,0,396,0,27317,24427,0.894205074,0
500000,Male,Graduate School,Married,45,-1,-1,-1,-1,-1,-2,140,94,39,44,0,0,94,39,44,0,0,790,0,317,967,3.050473186,0
70000,Female,High School,Married,32,2,2,0,0,0,-1,18317,17330,11400,11120,10914,11315,0,1000,110,500,18963,1000,0,80396,21573,0.268334245,0.666666667
160000,Female,University,Married,45,-2,-2,-2,-2,-2,-2,0,0,0,1468,0,0,0,0,1468,0,0,0,0,1468,1468,1,0
100000,Female,High School,Married,50,2,2,2,-1,0,0,110537,99734,99973,71008,66735,68621,0,3000,103000,2500,3000,3000,1,516608,114500,0.22163807,1
10000,Male,High School,Single,35,0,0,0,0,0,0,7877,8918,9864,9673,9414,9156,1174,1120,310,316,1000,2000,0,54902,5920,0.107828494,0
90000,Male,Graduate School,Single,26,-1,-1,-1,-1,-1,0,10750,100,200,100,9894,20699,100,200,0,9894,20000,4100,0,41743,34294,0.821550919,0
